ID	Source	Change	Target
Maya1713	Máax yéetel taak a bin koonol tu kúuchil báaxal	"SUBTYPE:INT, ASPECT:HAB"	Máax yéetel ka bin koonol tu kúuchil báaxal
Maya1394	Táan wáaj u xook tu naajil xook	PERSON:2_SI	Táan wáaj a xook tu naajil xook
Maya1395	Táan wáaj k xook tu naajil xook	PERSON:2_SI	Táan wáaj a xook tu naajil xook
Maya1396	Táan wáaj a xooke'ex xook tu naajil xook	PERSON:2_SI	Táan wáaj a xook tu naajil xook
Maya1397	Táan wáaj u xooko'ob tu naajil xook	PERSON:2_SI	Táan wáaj a xook tu naajil xook
Maya1257	Ta manaj a wotoch	PERSON:1_SI	Tin manaj in wotoch
Maya1716	Táan in wilikech te' tu kúuchil báaxalo'	ASPECT:DES	Taak in wilikech te' tu kúuchil báaxalo'
Maya1717	Kin wilikech te' tu kúuchil báaxalo'	ASPECT:DES	Taak in wilikech te' tu kúuchil báaxalo'
Maya1718	Suuk in wilikech te' tu kúuchil báaxalo'	ASPECT:DES	Taak in wilikech te' tu kúuchil báaxalo'
Maya1719	K'a'abéet in wilikech te' tu kúuchil báaxalo'	ASPECT:DES	Taak in wilikech te' tu kúuchil báaxalo'
Maya1219	Sáansamal ka bin merkaado	PERSON:1_SI	Sáansamal kin bin merkaado
Maya1220	Sáansamal ku bin merkaado	PERSON:1_SI	Sáansamal kin bin merkaado
Maya1221	Sáansamal ku bino'ob merkaado	PERSON:1_SI	Sáansamal kin bin merkaado
Maya1222	Sáansamal ka bine'ex merkaado	PERSON:1_SI	Sáansamal kin bin merkaado
Maya1539	Ta'aytak a chukik u ja'abil	PERSON:1_SI	Ta'aytak in chukik u ja'abil
Maya1540	Ta'aytak u chukik u ja'abil	PERSON:1_SI	Ta'aytak in chukik u ja'abil
Maya1541	Ta'aytak k chukik u ja'abil	PERSON:1_SI	Ta'aytak in chukik u ja'abil
Maya1542	Ta'aytak a chukike'ex u ja'abil	PERSON:1_SI	Ta'aytak in chukik u ja'abil
Maya1543	Ta'aytak u chukiko'ob u ja'abil	PERSON:1_SI	Ta'aytak in chukik u ja'abil
Maya1151	Ka'abeje' yaan a bin koonol merkaado	PERSON:1_SI	Ka'abeje' yaan in bin merkaado
Maya1152	Ka'abeje' yaan u bino'ob koonol merkaado	PERSON:1_SI	Ka'abeje' yaan in bin merkaado
Maya1153	Ka'abeje' yaan a bine'ex koonol merkaado	PERSON:1_SI	Ka'abeje' yaan in bin merkaado
Maya1100	Ma' táan a bin koonol merkaadoi'	PERSON:1_SI	Ma' táan in bin koonol merkaadoi'
Maya1101	Ma' táan u bin koonol merkaadoi'	PERSON:1_SI	Ma' táan in bin koonol merkaadoi'
Maya1102	Ma' táan u bino'ob koonol merkaadoi'	PERSON:1_SI	Ma' táan in bin koonol merkaadoi'
Maya1103	Ma' táan a bine'ex koonol merkaadoi'	PERSON:1_SI	Ma' táan in bin koonol merkaadoi'
Maya1104	Ma' táan k bin koonol merkaadoi'	PERSON:1_SI	Ma' táan in bin koonol merkaadoi'
Maya1554	Ma' k'aja'antech buka'aj a ja'abili'	PERSON:1_SI	Ma' k'aja'anten buka'aj in ja'abili'
Maya1555	Ma' k'aja'anti' buka'aj u ja'abili'	PERSON:1_SI	Ma' k'aja'anten buka'aj in ja'abili'
Maya1556	Ma' k'aja'anto'on buka'aj k ja'abili'	PERSON:1_SI	Ma' k'aja'anten buka'aj in ja'abili'
Maya1557	Ma' k'aja'ante'ex buka'aj a ja'abile'exi'	PERSON:1_SI	Ma' k'aja'anten buka'aj in ja'abili'
Maya1558	Ma' k'aja'anti'ob buka'aj u ja'abilo'obi'	PERSON:1_SI	Ma' k'aja'anten buka'aj in ja'abili'
Maya1455	Tan a k'íilkab	PERSON:1_SI	Tan in k'íilkab
Maya1456	Tan k k'íilkab	PERSON:1_SI	Tan in k'íilkab
Maya1457	Tan a k'íilkabe'ex	PERSON:1_SI	Tan in k'íilkab
Maya1458	Tan u k'íilkabo'ob	PERSON:1_SI	Tan in k'íilkab
Maya1314	Ook'in a bin ich kool	PERSON:1_SI	Ook'in in bin ich kool
Maya1315	Ook'in u bino'ob tu koolo'ob	PERSON:1_SI	Ook'in in bin ich kool
Maya1316	Ook'in a bine'ex ta koole'ex	PERSON:1_SI	Ook'in in bin ich kool
Maya1653	To'one' jbúulo'on wáaj	"TYPE:NEG, SUBTYPE:DEC"	To'one' ma' jbúulo'oni'
Maya1654	To'one' ma' jbúulo'on wáaj	SUBTYPE:DEC	To'one' ma' jbúulo'oni'
Maya1217	Ts'o'ok in suut koonol merkaado	ASPECT:HAB	Kin suut koonol merkaado
Maya1218	Je'el in suut koonol merkaadoe'	ASPECT:HAB	Kin suut koonol merkaado
Maya1349	óok'otnajech tu naajil xook	PERSON:1_SI	óok'otnajen tu naajil xook
Maya1350	óok'otnajo'on tu naajil xook	PERSON:1_SI	óok'otnajen tu naajil xook
Maya1351	óok'otnaje'ex tu naajil xook	PERSON:1_SI	óok'otnajen tu naajil xook
Maya1636	Ta manaj wáaj u k'áaxil uti'al a beetik a kool	SUBTYPE:DEC	Ta manaj u k'áaxil a beetik a kool
Maya1599	Teche' ti' a taali'	PERSON:1_SI	Tene' ti' in taali'
Maya1600	Leti'e' ti' u taali'	PERSON:1_SI	Tene' ti' in taali'
Maya1601	To'one' ti' k taali'	PERSON:1_SI	Tene' ti' in taali'
Maya1602	To'one' ti' in taalo'oni'	PERSON:1_SI	Tene' ti' in taali'
Maya1603	Te'exe' ti' a taale'exi'	PERSON:1_SI	Tene' ti' in taali'
Maya1604	Leti'obe' ti' u taalo'obi'	PERSON:1_SI	Tene' ti' in taali'
Maya1627	Ma' jach k'a'abéet u bin tu kooli'	TYPE:AFF	Jach k'a'abéet u bin tu kool
Maya1628	Jach k'a'abéet wáaj u bin ich kool	SUBTYPE:DEC	Jach k'a'abéet u bin tu kool
Maya1629	Ma' wáaj jach k'a'abéet u bin tu kooli'	"TYPE:AFF, SUBTYPE:DEC"	Jach k'a'abéet u bin tu kool
Maya1260	Táan u kaaxtik a wotoch	PERSON:1_SI	Táan in kaaxtik a wotoch
Maya1261	Táan k kaxtik a wotoch	PERSON:1_SI	Táan in kaaxtik a wotoch
Maya1262	Táan u kaxtiko'ob a wotoch	PERSON:1_SI	Táan in kaaxtik a wotoch
Maya1185	Jbinech yéetel a éetailo'ob merkaado	PERSON:1_SI	Jbinen yéetel in éetailo'ob merkaado
Maya1186	Jbino'ob yéetel u éetailo'ob merkaado	PERSON:1_SI	Jbinen yéetel in éetailo'ob merkaado
Maya1187	Jbine'ex yéetel a éetailo'ob merkaado	PERSON:1_SI	Jbinen yéetel in éetailo'ob merkaado
Maya1451	Ma' tu yu'ubik wáaj ooxoli'	PERSON:2_SI	Ma' ta wu'uyik  wáaj ooxoli'
Maya1452	Ma' tek u'uyik wáaj ooxoli'	PERSON:2_SI	Ma' ta wu'uyik wáaj ooxoli'
Maya1453	Ma' ta wu'uyike'ex wáaj ooxoli'	PERSON:2_SI	Ma' ta wu'uyik  wáaj ooxoli'
Maya1454	Ma' tu yu'ubiko'ob wáaj ooxoli'	PERSON:2_SI	Ma' ta wu'uyik  wáaj ooxoli'
Maya1332	Teche' ka bin paak'áal ich kool	PERSON:1_SI	Tene' kin bin paak'áal ich kool
Maya1333	Leti'e' ku bin paak'áal ich kool	PERSON:1_SI	Tene' kin bin paak'áal ich kool
Maya1334	To'one' k bin paak'áal ich kool	PERSON:1_SI	Tene' kin bin paak'áal ich kool
Maya1335	Te'exe' ka taale'ex paak'áal ich kool	PERSON:1_SI	Tene' kin bin paak'áal ich kool
Maya1179	Ka wiliken merkaado	PERSON:1_SI	Kin wilikech merkaado
Maya1180	Kin wilike'ex merkaado	PERSON:1_SI	Kin wilikech merkaado
Maya1426	Yaan wáaj u xook tu naajil xook	PERSON:2_SI	Yaan wáaj a xook tu naajil xook
Maya1427	Yaan wáaj k xook tu naajil xook	PERSON:2_SI	Yaan wáaj a xook tu naajil xook
Maya1428	Yaan wáaj a xooke'ex xook tu naajil xook	PERSON:2_SI	Yaan wáaj a xook tu naajil xook
Maya1429	Yaan wáaj u xooko'ob tu naajil xook	PERSON:2_SI	Yaan wáaj a xook tu naajil xook
Maya1655	Te'exe' jbúule'ex wáaj	"TYPE:NEG, SUBTYPE:DEC"	Te'exe' ma' jbúule'exi'
Maya1656	Te'exe' ma' jbúule'ex wáaj	SUBTYPE:DEC	Te'exe' ma' jbúule'exi'
Maya1625	Ma' jach k'a'abéet in bin ich kooli'	TYPE:AFF	Jach k'a'abéet in bin ich kool
Maya1626	Jach k'a'abéet wáaj in bin ich kool	SUBTYPE:DEC	Jach k'a'abéet in bin ich kool
Maya1318	Táan a meyaj ich kool	PERSON:1_SI	Táan in meyaj ich kool
Maya1319	Táan u meyaj tu kool	PERSON:1_SI	Táan in meyaj ich kool
Maya1320	Táan u meyajo'ob ich kool	PERSON:1_SI	Táan in meyaj ich kool
Maya1321	Táan a meyaje'ex ich kool	PERSON:1_SI	Táan in meyaj ich kool
Maya1322	Táan k meyaj ich kool	PERSON:1_SI	Táan in meyaj ich kool
Maya1176	Leti'e' ma' wáaj áak'ab ku bin merkaadoi'	PERSON:2_SI	Teche' ma' wáaj áak'ab ka bin merkaadoi'
Maya1177	To'one' ma' wáaj áak'ab k bin merkaadoi'	PERSON:2_SI	Teche' ma' wáaj áak'ab ka bin merkaadoi'
Maya1178	Te'exe' ma' wáaj áak'ab ka bine'ex merkaadoi'	PERSON:2_SI	Teche' ma' wáaj áak'ab ka bin merkaadoi'
Maya1607	Ta manaj wáaj a najil	SUBTYPE:DEC	Ta manaj a najil
Maya1608	Ma' tin manaj in najili'	"TYPE:AFF, PERSON:2_SI"	Ta manaj a najil
Maya1696	A wojel tu'ux u taal	SUBTYPE:INT	A wojel wáaj tu'ux u taal
Maya1697a	Ma' a wojel tu'ux u taali'	TYPE:AFF	A wojel tu'ux u taal
Maya1697b	Ma' wáaj a wojel tu'ux u taali'	TYPE:AFF	A wojel wáaj tu'ux u taal
Maya1697c	Ma' a wojel tu'ux u taali'	SUBTYPE:INT	Ma' wáaj a wojel tu'ux u taal
Maya1697	Ma' a wojel tu'ux u taali'	"TYPE:AFF, SUBTYPE:INT"	A wojel wáaj tu'ux u taal
Maya1014	Ma' táan a bin koonol tu k'íiwikil koonol	PERSON:1_SI	Ma' táan in bin koonol tu k'íiwikil koonol
Maya1015	Leti'e' ma' táan u bin koonol tu k'íiwikil koonol	PERSON:1_SI	Ma' táan in bin koonol tu k'íiwikil koonol
Maya1016	Leti'e' ma' táan u bin koonol tu k'íiwikil koonol	PERSON:1_SI	Ma' táan in bin koonol tu k'íiwikil koonol
Maya1017	Ma' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:1_SI	Ma' táan in bin koonol tu k'íiwikil koonol
Maya1018	Ma' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:1_SI	Ma' táan in bin koonol tu k'íiwikil koonol
Maya1019	Ma' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:1_SI	Ma' táan in bin koonol tu k'íiwikil koonol
Maya1020	Ma' táan k bin koonol tu k'íiwikil koonol	PERSON:1_SI	Ma' táan in bin koonol tu k'íiwikil koonol
Maya1438	Leti'e' yaan wáaj meyaj ti' biología	PERSON:2_SI	Teche' yaan tech wáaj meyaj ti' biología
Maya1439	To'one' yaanto'on wáaj meyaj ti' biología	PERSON:2_SI	Teche' yaan tech wáaj meyaj ti' biología
Maya1440	Te'exe' yaante'ex wáaj meyaj ti' biología	PERSON:2_SI	Teche' yaan tech wáaj meyaj ti' biología
Maya1698	Ma' taak in bin maan tu k'íiwikil koonoli'	ASPECT:PRG	Ma' táan in bin maan tu k'íiwikil koonoli'
Maya1699	Ma' k'a'abéet in bin maan tu k'íiwikil koonoli'	ASPECT:PRG	Ma' táan in bin maan tu k'íiwikil koonoli'
Maya1700	Ma' suuk in bin maan tu k'íiwikil koonoli'	ASPECT:PRG	Ma' táan in bin maan tu k'íiwikil koonoli'
Maya1701	Ma' káaj in bin maan tu k'íiwikil koonoli'	ASPECT:PRG	Ma' táan in bin maan tu k'íiwikil koonoli'
Maya1034	Jach k'a'abéet in bin tu k'íiwikil koonol	PERSON:2_SI	Jach k'a'abéet a bin tu k'íiwikil koonol
Maya1035	Jach k'a'abéet u bin tu k'íiwikil koonol	PERSON:2_SI	Jach k'a'abéet a bin tu k'íiwikil koonol
Maya1036	Jach k'a'abéet u bino'ob tu k'íiwikil koonol	PERSON:2_SI	Jach k'a'abéet a bin tu k'íiwikil koonol
Maya1037	Jach k'a'abéet a bine'ex tu k'íiwikil koonol	PERSON:2_SI	Jach k'a'abéet a bin tu k'íiwikil koonol
Maya1031	Ka'abeje' yaan a bin koonol	PERSON:1_SI	Ka'abeje' yaan in bin tu k'íiwikil koonol
Maya1032	Ka'abeje' yaan u bino'ob koonol	PERSON:1_SI	Ka'abeje' yaan in bin tu k'íiwikil koonol
Maya1033	Ka'abeje' yaan a bine'ex koonol	PERSON:1_SI	Ka'abeje' yaan in bin tu k'íiwikil koonol
Maya1687	Tek k'aja'anto'on buka'aj k ja'abili'	"TYPE:NEG, STATUS:ICM"	Ma' k'aja'anto'on buka'aj k ja'abili'
Maya1242	Ba'atelnajech te' tu kúuchil báaxalo'	PERSON:1_SI	Ba'atelnajen te' tu kúuchil báaxalo'
Maya1243	Ba'atelnajo'ob te' tu kúuchil báaxalo'	PERSON:1_SI	Ba'atelnajen te' tu kúuchil báaxalo'
Maya1244	Ba'atelnaje'ex te' tu kúuchil báaxalo'	PERSON:1_SI	Ba'atelnajen te' tu kúuchil báaxalo'
Maya1105	Táan wáaj u bino'ob koonol merkaado	PERSON:2_SI	Táan wáaj a bin koonol merkaado
Maya1106	Táan wáaj a bine'ex koonol merkaado	PERSON:2_SI	Táan wáaj a bin koonol merkaado
Maya1107	Táan wáaj k bin koonol merkaado	PERSON:2_SI	Táan wáaj a bin koonol merkaado
Maya1492	Ts'oka'an wáaj a beel	PERSON:1_SI	Ts'oka'an wáaj in beel
Maya1493	Ts'oka'an wáaj u beel	PERSON:1_SI	Ts'oka'an wáaj in beel
Maya1494	Ts'oka'an wáaj k beel	PERSON:1_SI	Ts'oka'an wáaj in beel
Maya1495	Ts'oka'an wáaj a beele'ex	PERSON:1_SI	Ts'oka'an wáaj in beel
Maya1496	Ts'oka'an wáaj u beelo'ob	PERSON:1_SI	Ts'oka'an wáaj in beel
Maya1182	J-jaano'on merkaado	PERSON:1_SI	J-jaanen merkaado
Maya1183	J-jaane'ex merkaado	PERSON:1_SI	J-jaanen merkaado
Maya1184	J-jaanech merkaado	PERSON:1_SI	J-jaanen merkaado
Maya1737	Ts'o'ok wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:HAB	Kin jóok'ol wáaj koonol tu k'íiwikil koonol
Maya1738	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:HAB	Kin jóok'ol wáaj koonol tu k'íiwikil koonol
Maya1624	Ki'imak a wóol wáaj a bin ich kool	SUBTYPE:DEC	Ki'imak a wóol a bin ich kool
Maya1203	Jbinech wáaj xook te' tu kúuchil báaxalo'	"SUBTYPE:DEC, PERSON:1_SI"	Jbinen xook te' tu kúuchil báaxalo'
Maya1203a	Jbinen wáaj xook te' tu kúuchil báaxalo'	SUBTYPE:DEC	Jbinen xoox te' tu kúuchil báaxalo'
Maya1203b	Jbinech wáaj xook te' tu kúuchil báaxalo'	PERSON:1_SI	Jbinen wáaj xook te' tu kúuchil báaxalo'
Maya1341	Yaan a jochik chak nal ta kool	PERSON:1_SI	Yaan in jochik chak nal tin kool
Maya1342	Yaan k jochik chak nal tek kool	PERSON:1_SI	Yaan in jochik chak nal tin kool
Maya1343	Yaan a jochike'ex chak nal ta koole'ex	PERSON:1_SI	Yaan in jochik chak nal tin kool
Maya1344	Yaan u jochiko'ob chak nal tu koolo'ob	PERSON:1_SI	Yaan in jochik chak nal tin kool
Maya1612	Tin wáaj konaj in najil	SUBTYPE:DEC	Tin konaj in najil
Maya1613	Ma' tin konaj in najili'	TYPE:AFF	Tin konaj in najil
Maya1001	Táan a bin koonol tu k'íiwikil koonol	PERSON:1_SI	Táan in bin koonol tu k'íiwikil koonol
Maya1002	Táan u bin koonol tu k'íiwikil koonol	PERSON:1_SI	Táan in bin koonol tu k'íiwikil koonol
Maya1003	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:1_SI	Táan in bin koonol tu k'íiwikil koonol
Maya1004	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:1_SI	Táan in bin koonol tu k'íiwikil koonol
Maya1005	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:1_SI	Táan in bin koonol tu k'íiwikil koonol
Maya1006	Táan k bin koonol tu k'íiwikil koonol	PERSON:1_SI	Táan in bin koonol tu k'íiwikil koonol
Maya1644	Táan wáaj k xook tu naajil xook	SUBTYPE:DEC	Táan k xook tu naajil xook
Maya1512	Teche' a jatsmajabáaj	PERSON:1_SI	Tene' in jatsmajimbáaj
Maya1513	Leti'e' u jatsmajubáaj	PERSON:1_SI	Tene' in jatsmajimbáaj
Maya1514	To'one' k jatsmajekbáaj	PERSON:1_SI	Tene' in jatsmajimbáaj
Maya1515	Te'exe' a jatsmajaba'ex	PERSON:1_SI	Tene' in jatsmajimbáaj
Maya1516	Leti'obe' u jatsmajuba'ob	PERSON:1_SI	Tene' in jatsmajimbáaj
Maya1327	Teche' ka bin páak ich kool	PERSON:1_SI	Tene' kin bin páak ich kool
Maya1328	Leti'e' ku bin páak ich kool	PERSON:1_SI	Tene' kin bin páak ich kool
Maya1329	To'one k bin páak ich kool	PERSON:1_SI	Tene' kin bin páak ich kool
Maya1330	Te'exe' ka bine'ex páak tu kool	PERSON:1_SI	Tene' kin bin páak ich kool
Maya1294	Táan wáaj u bin ich kool	PERSON:2_SI	Táan wáaj a bin ich kool
Maya1295	Táan wáaj u bino'ob ich kool	PERSON:2_SI	Táan wáaj a bin ich kool
Maya1296	Táan wáaj a bine'ex ich kool	PERSON:2_SI	Táan wáaj a bin ich kool
Maya1297	Táan wáaj k bin ich kool	PERSON:2_SI	Táan wáaj a bin ich kool
Maya1675	Mina'an wáaj ti' teen 18 ja'abo'ob	"TYPE:AFF, SUBTYPE:DEC"	Yaan ti' teen 18 ja'abo'ob
Maya1676	Mina'anten 18 ja'abo'ob	TYPE:AFF	Yaan ti' teen 18 ja'abo'ob
Maya1038	Ma' jach k'a'abéet u bin k'íiwikil koonoli'	PERSON:1_SI	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'
Maya1039	Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'	PERSON:1_SI	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'
Maya1040	Ma' jach k'a'abéet a bine'ex k'íiwikil koonoli'	PERSON:1_SI	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'
Maya1375	Táan a boon tu naajil xook	PERSON:1_SI	Táan in boon tu naajil xook
Maya1376	Táan u boon tu naajil xook	PERSON:1_SI	Táan in boon tu naajil xook
Maya1377	Táan k boon tu naajil xook	PERSON:1_SI	Táan in boon tu naajil xook
Maya1378	Táan a boone'ex xook tu naajil xook	PERSON:1_SI	Táan in boon tu naajil xook
Maya1379	Táan u boono'ob tu naajil xook	PERSON:1_SI	Táan in boon tu naajil xook
Maya1095	Yaan wáaj a bin koonol merkaado	PERSON:1_SI	Yaan wáaj in bin koonol merkaado
Maya1096	Yaan wáaj u bin koonol merkaado	PERSON:1_SI	Yaan wáaj in bin koonol merkaado
Maya1097	Yaan wáaj u bino'ob koonol merkaado	PERSON:1_SI	Yaan wáaj in bin koonol merkaado
Maya1098	Yaan wáaj a bine'ex koonol merkaado	PERSON:1_SI	Yaan wáaj in bin koonol merkaado
Maya1099	Yaan wáaj k bin koonol merkaado	PERSON:1_SI	Yaan wáaj in bin koonol merkaado
Maya1169	Teche' áak'ab ka bin merkaado	PERSON:1_SI	Tene' áak'ab kin bin merkaado
Maya1170	Leti'e' áak'ab ku bin merkaado	PERSON:1_SI	Tene' áak'ab kin bin merkaado
Maya1171	To'one' áak'ab k bin merkaado	PERSON:1_SI	Tene' áak'ab kin bin merkaado
Maya1172	Te'exe' áak'ab ka bine'ex merkaado	PERSON:1_SI	Tene' áak'ab kin bin merkaado
Maya1652	Ma' tan k k'íilkabi'	TYPE:AFF	Tan k k'íilkab
Maya1284	Yaan wáaj a bin ich kool	PERSON:1_SI	Yaan wáaj in bin ich kool
Maya1285	Yaan wáaj u bin ich kool	PERSON:1_SI	Yaan wáaj in bin ich kool
Maya1286	Yaan wáaj u bino'ob ich kool	PERSON:1_SI	Yaan wáaj in bin ich kool
Maya1287	Yaan wáaj a bine'ex ich kool	PERSON:1_SI	Yaan wáaj in bin ich kool
Maya1288	Yaan wáaj k bin ich kool	PERSON:1_SI	Yaan wáaj in bin ich kool
Maya1564	Teche' kajakbalech weye'	PERSON:1_SI	Tene' kajakbalen weye'
Maya1565	Leti'e' kajakbal weye'	PERSON:1_SI	Tene' kajakbalen weye'
Maya1566	To'one' kajakbalo'on weye'	PERSON:1_SI	Tene' kajakbalen weye'
Maya1567	Te'exe' kajakbale'ex weye'	PERSON:1_SI	Tene' kajakbalen weye'
Maya1568	Leti'obe' kajakbalo'ob weye'	PERSON:1_SI	Tene' kajakbalen weye'
Maya1358	Teche' ka báaxal tu naajil xook	PERSON:1_SI	Tene' kin báaxal tu naajil xook
Maya1359	leti'e ku báaxal tu naajil xook	PERSON:1_SI	Tene' kin báaxal tu naajil xook
Maya1360	To'one' k báaxal tu naajil xook	PERSON:1_SI	Tene' kin báaxal tu naajil xook
Maya1361	Te'exe' ka báaxale'ex tu naajil xook	PERSON:1_SI	Tene' kin báaxal tu naajil xook
Maya1345	Bajux tu bo'oto'ob ka ts'íibta'abo'ob naajil xook	PERSON:2_SI	Bajux ta bo'otaj ka ts'íibta'abech naajil xook
Maya1642	Táan wáaj a boon tu naajil xook	SUBTYPE:DEC	Táan a boon tu naajil xook
Maya1385	Táan a báaxal tu naajil báaxal	PERSON:1_SI	Táan in báaxal tu naajil báaxal
Maya1386	Táan u báaxal tu naajil báaxal	PERSON:1_SI	Táan in báaxal tu naajil báaxal
Maya1387	Táan k báaxal tu naajil báaxal	PERSON:1_SI	Táan in báaxal tu naajil báaxal
Maya1388	Táan a báaxale'ex tu naajil báaxal	PERSON:1_SI	Táan in báaxal tu naajil báaxal
Maya1389	Táan u báaxalo'ob tu naajil báaxal	PERSON:1_SI	Táan in báaxal tu naajil báaxal
Maya1114	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol	SUBTYPE:DEC	Tene' áak'ab kin bin tu k'íiwikil koonol
Maya1115	Tene' ma' áak'ab wáaj kin bin tu k'íiwikil koonoli'	"TYPE:AFF, SUBTYPE:DEC"	Tene' áak'ab kin bin tu k'íiwikil koonol
Maya1199	Yaan wáaj in k'aay te' paarkéeo'	SUBTYPE:DEC	Yaan in k'aay te' paarkéeo'
Maya1069	Jbinech yéetel a éetailo'ob tu k'íiwikil koonol	PERSON:1_SI	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol
Maya1070	Leti'obe' jbino'ob yéetel u éetailo'ob tu k'íiwikil koonol	PERSON:1_SI	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol
Maya1643	Táan wáaj u boon tu naajil xook	SUBTYPE:DEC	Táan u boon tu naajil xook
Maya1659	Ma' ta wile'ex u sáastal ta kaajale'exi'	TYPE:AFF	Ta wile'ex u sáastal ta kaajale'ex
Maya1660	Ta wile'ex wáaj u sáastal ta kaajale'ex	SUBTYPE:DEC	Ta wile'ex u sáastal ta kaajale'ex
Maya1468	Teche' ma' jbúulechi'	PERSON:1_SI	Tene' ma' jbúuleni'
Maya1469	Leti'e' ma' jbúuli'	PERSON:1_SI	Tene' ma' jbúuleni'
Maya1470	To'one' ma' jbúulo'oni'	PERSON:1_SI	Tene' ma' jbúuleni'
Maya1471	Te'exe' ma' jbúule'exi'	PERSON:1_SI	Tene' ma' jbúuleni'
Maya1121	Ma' táan a bin koonol tu k'íiwikil koonoli'	TYPE:AFF	Táan a bin koonol tu k'íiwikil koonol
Maya1122	Táan wáaj a bin koonol tu k'íiwikil koonol	SUBTYPE:DEC	Táan a bin koonol tu k'íiwikil koonol
